339	0	3	1
304	0	26	1
203	0	22	1
317	0	26	1
265	0	9	1
257	0	23	1
12	0	1	1
198	0	22	1
22	0	3	1
227	0	23	1
326	0	30	1
223	0	2	1
326	0	26	1
154	0	24	1
191	0	29	1
326	0	30	1
216	0	1	1
40	0	4	1
230	0	23	1
337	0	2	1
221	0	2	1
199	0	22	1
222	0	23	1
314	0	3	1
233	0	22	1
295	0	15	1
173	0	27	1
305	0	3	1
280	0	9	1
274	0	9	1
357	0	14	1
203	0	22	1
226	0	22	1
221	0	23	1
62	0	6	1
85	0	9	1
163	0	25	1
172	0	27	1
216	0	23	1
308	0	26	1
231	0	1	1
247	0	1	1
105	0	12	1
185	0	27	1
221	0	1	1
32	0	3	1
309	0	26	1
228	0	2	1
285	0	14	1
224	0	23	1
283	0	15	1
51	0	5	1
220	0	1	1
288	0	15	1
329	0	30	1
346	0	15	1
88	0	11	1
294	0	15	1
26	0	3	1
116	0	15	1
245	0	23	1
206	0	22	1
232	0	23	1
110	0	14	1
233	0	23	1
183	0	27	1
41	0	4	1
39	0	4	1
237	0	23	1
355	0	14	1
222	0	23	1
144	0	21	1
30	0	3	1
154	0	24	1
262	0	13	1
227	0	1	1
311	0	3	1
254	0	1	1
25	0	3	1
97	0	12	1
274	0	7	1
278	0	9	1
100	0	12	1
213	0	1	1
201	0	22	1
181	0	27	1
329	0	30	1
297	0	26	1
335	0	7	1
254	0	23	1
257	0	23	1
171	0	27	1
260	0	1	1
294	0	15	1
356	0	26	1
65	0	7	1
129	0	18	1
200	0	22	1
99	0	12	1
141	0	20	1
210	0	22	1
292	0	13	1
286	0	15	1
244	0	1	1
261	0	2	1
266	0	9	1
215	0	2	1
23	0	3	1
333	0	15	1
111	0	14	1
15	0	1	1
16	0	1	1
187	0	27	1
259	0	2	1
212	0	22	1
349	0	15	1
44	0	5	1
149	0	23	1
153	0	24	1
312	0	26	1
320	0	26	1
36	0	4	1
176	0	27	1
331	0	22	1
359	0	27	1
78	0	9	1
227	0	22	1
261	0	7	1
195	0	23	1
282	0	9	1
151	0	23	1
261	0	7	1
298	0	26	1
57	0	6	1
143	0	21	1
220	0	22	1
356	0	30	1
283	0	14	1
54	0	5	1
292	0	14	1
298	0	3	1
311	0	3	1
327	0	26	1
301	0	27	1
100	0	12	1
355	0	13	1
294	0	13	1
325	0	30	1
322	0	26	1
276	0	8	1
236	0	22	1
156	0	24	1
252	0	1	1
218	0	22	1
105	0	12	1
290	0	15	1
106	0	13	1
28	0	3	1
135	0	19	1
237	0	2	1
29	0	3	1
55	0	5	1
120	0	17	1
318	0	3	1
220	0	2	1
224	0	22	1
208	0	22	1
323	0	26	1
303	0	26	1
351	0	1	1
175	0	27	1
240	0	1	1
250	0	23	1
147	0	23	1
214	0	2	1
310	0	3	1
317	0	3	1
220	0	23	1
245	0	2	1
300	0	3	1
251	0	23	1
272	0	9	1
239	0	2	1
270	0	9	1
261	0	15	1
86	0	10	1
145	0	22	1
315	0	3	1
261	0	14	1
235	0	22	1
229	0	22	1
282	0	9	1
288	0	14	1
234	0	22	1
212	0	1	1
209	0	22	1
226	0	22	1
283	0	15	1
130	0	18	1
115	0	15	1
303	0	26	1
306	0	3	1
6	0	1	1
74	0	8	1
148	0	23	1
338	0	21	1
340	0	13	1
166	0	25	1
295	0	14	1
223	0	23	1
255	0	1	1
148	0	23	1
262	0	23	1
232	0	1	1
166	0	25	1
200	0	23	1
285	0	14	1
122	0	17	1
252	0	2	1
321	0	3	1
68	0	7	1
317	0	3	1
260	0	2	1
244	0	1	1
357	0	15	1
204	0	22	1
329	0	26	1
318	0	29	1
285	0	13	1
80	0	9	1
71	0	8	1
123	0	17	1
164	0	25	1
288	0	13	1
242	0	23	1
314	0	30	1
320	0	3	1
177	0	27	1
33	0	3	1
281	0	8	1
355	0	15	1
127	0	17	1
229	0	2	1
242	0	2	1
190	0	29	1
49	0	5	1
93	0	12	1
165	0	25	1
228	0	1	1
82	0	9	1
215	0	1	1
232	0	2	1
111	0	14	1
121	0	17	1
17	0	2	1
79	0	9	1
247	0	1	1
290	0	15	1
138	0	19	1
254	0	23	1
329	0	26	1
322	0	26	1
182	0	27	1
307	0	3	1
132	0	19	1
137	0	19	1
261	0	13	1
351	0	2	1
305	0	26	1
277	0	9	1
319	0	29	1
225	0	23	1
281	0	9	1
90	0	12	1
203	0	23	1
348	0	26	1
334	0	15	1
328	0	26	1
315	0	29	1
45	0	5	1
238	0	2	1
305	0	3	1
204	0	22	1
214	0	2	1
240	0	23	1
233	0	22	1
142	0	21	1
334	0	13	1
179	0	27	1
133	0	19	1
30	0	3	1
216	0	22	1
256	0	1	1
248	0	2	1
207	0	22	1
190	0	29	1
219	0	2	1
231	0	1	1
239	0	23	1
347	0	3	1
343	0	12	1
214	0	23	1
188	0	28	1
42	0	4	1
65	0	7	1
348	0	30	1
246	0	2	1
298	0	26	1
219	0	2	1
130	0	18	1
228	0	22	1
230	0	23	1
312	0	30	1
231	0	23	1
